traffic,item,Time,video,Image_index
w-outbound,None,2135.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1071
w-outbound,with brood,2135.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1072
w-outbound,None,2135.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1074
w-outbound,with brood,2135.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1076
w-outbound,None,2135.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1077
w-outbound,None,2135.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1078
w-outbound,None,2136.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1081
maj-s-onbound,,2136.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1084
w-outbound,None,2136.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1084
w-outbound,None,2136.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1090
w-outbound,None,2136.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1091
w-outbound,None,2136.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1092
w-outbound,with brood,2136.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1093
w-outbound,None,2136.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1097
min-s-onbound,,2136.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1098
min-s-onbound,,2136.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1100
min-s-onbound,,2136.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1102
w-outbound,None,2136.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1104
w-outbound,None,2136.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1105
w-outbound,None,2136.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1107
min-s-onbound,,2137.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1111
min-s-onbound,,2137.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1114
w-outbound,None,2137.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1114
w-outbound,None,2137.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1116
w-outbound,None,2137.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1119
w-outbound,None,2137.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1120
w-outbound,None,2137.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1122
maj-s-onbound,,2137.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1127
w-outbound,None,2137.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1128
w-outbound,with brood,2137.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1129
w-outbound,None,2137.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1131
w-outbound,None,2137.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1135
w-outbound,with food,2137.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1137
w-outbound,None,2137.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1138
min-s-onbound,,2137.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1139
w-outbound,None,2138.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1143
w-outbound,None,2138.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1144
w-outbound,None,2138.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1145
min-s-onbound,,2138.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1148
w-outbound,None,2138.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1151
w-outbound,None,2138.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1152
w-outbound,None,2138.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1154
w-outbound,None,2138.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1155
w-outbound,None,2138.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1158
min-s-onbound,,2138.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1163
w-outbound,None,2138.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1163
maj-s-onbound,,2138.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1164
w-outbound,None,2138.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1165
w-outbound,with food,2138.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1166
w-outbound,None,2139.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1172
w-outbound,None,2139.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1173
w-outbound,with brood,2139.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1174
w-outbound,None,2139.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1175
w-outbound,None,2139.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1182
w-outbound,None,2139.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1183
w-outbound,None,2139.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1185
w-outbound,None,2139.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1186
min-s-onbound,,2139.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1193
w-outbound,None,2139.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1193
w-outbound,None,2139.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1194
w-outbound,None,2139.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1197
w-outbound,None,2140.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1202
w-outbound,with food,2140.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1205
min-s-onbound,,2140.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1208
w-outbound,with brood,2140.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1209
w-outbound,None,2140.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1212
min-s-onbound,,2140.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1213
w-outbound,None,2140.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1219
w-outbound,None,2140.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1220
w-outbound,None,2140.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1221
w-outbound,with food,2140.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1223
w-outbound,None,2141,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1230
w-outbound,None,2141.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1231
w-outbound,None,2141.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1232
w-outbound,None,2141.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1233
w-outbound,None,2141.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1239
maj-s-onbound,,2141.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1241
w-outbound,None,2141.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1242
w-outbound,None,2141.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1248
w-outbound,None,2141.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1249
w-outbound,None,2141.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1250
w-outbound,None,2141.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1254
w-outbound,None,2141.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1258
w-outbound,None,2141.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1259
w-outbound,None,2142,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1260
w-outbound,None,2142.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1263
w-outbound,None,2142.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1268
w-outbound,None,2142.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1269
w-outbound,None,2142.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1271
w-outbound,None,2142.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1272
w-outbound,None,2142.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1274
w-outbound,None,2142.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1278
min-s-onbound,,2142.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1279
w-outbound,None,2142.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1280
w-inbound,None,2142.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1282
w-outbound,None,2142.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1284
w-outbound,None,2142.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1285
min-s-onbound,,2142.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1288
w-outbound,None,2142.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1288
w-outbound,None,2143,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1290
maj-s-onbound,,2143.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1292
w-outbound,None,2143.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1295
maj-s-onbound,,2143.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1298
w-outbound,None,2143.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1299
w-outbound,None,2143.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1300
w-outbound,None,2143.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1302
w-outbound,None,2143.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1304
maj-s-onbound,,2143.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1307
min-s-onbound,,2143.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1307
w-outbound,None,2143.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1310
w-outbound,None,2143.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1311
w-outbound,None,2143.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1312
w-outbound,None,2143.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1314
w-outbound,with brood,2143.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1315
w-outbound,None,2143.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1317
w-outbound,None,2143.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1319
w-outbound,None,2144.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1323
w-outbound,None,2144.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1325
min-s-onbound,,2144.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1326
w-outbound,None,2144.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1329
w-outbound,None,2144.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1330
w-outbound,None,2144.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1332
w-outbound,None,2144.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1336
w-outbound,None,2144.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1337
min-s-onbound,,2144.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1339
w-outbound,None,2144.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1340
w-outbound,with food,2144.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1345
min-s-onbound,,2144.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1346
w-outbound,None,2145.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1351
min-s-onbound,,2145.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1353
w-outbound,with brood,2145.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1353
maj-s-onbound,,2145.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1357
w-outbound,None,2145.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1359
w-outbound,None,2145.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1360
w-outbound,None,2145.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1362
w-outbound,None,2145.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1368
w-outbound,None,2145.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1370
w-outbound,None,2145.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1371
w-outbound,None,2145.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1373
w-outbound,None,2145.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1378
w-outbound,with brood,2145.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1379
w-outbound,None,2146.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1382
w-outbound,with brood,2146.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1391
w-outbound,None,2146.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1394
w-outbound,None,2146.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1395
min-s-inbound,,2146.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1403
maj-s-inbound,,2146.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1404
maj-s-onbound,,2147.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1412
w-outbound,None,2147.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1419
min-s-onbound,,2147.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1424
min-s-onbound,,2147.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1427
w-outbound,None,2147.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1427
maj-s-onbound,,2147.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1430
w-outbound,None,2147.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1436
w-outbound,None,2147.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1438
w-outbound,None,2148.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1443
w-outbound,None,2148.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1448
w-outbound,None,2148.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1463
w-outbound,None,2149.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1486
w-outbound,with brood,2150,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1500
min-s-onbound,,2150.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1523
min-s-onbound,,2151.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1542
maj-s-onbound,,2151.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1553
w-outbound,None,2151.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1559
w-outbound,None,2152.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1565
w-outbound,None,2152.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1567
min-s-inbound,,2152.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1573
min-s-onbound,,2152.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1578
w-outbound,None,2152.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1586
w-outbound,None,2153.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1595
min-s-onbound,,2153.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1601
w-inbound,None,2153.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1611
w-outbound,None,2153.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1614
w-outbound,None,2154.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1624
maj-s-onbound,,2154.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1632
w-outbound,None,2154.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1633
w-outbound,None,2154.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1636
w-outbound,None,2154.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1640
w-outbound,None,2154.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1642
w-outbound,None,2154.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1647
w-outbound,with food,2155.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1658
w-inbound,None,2155.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1661
min-s-inbound,,2155.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1663
w-outbound,None,2155.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1674
w-outbound,None,2155.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1675
w-outbound,None,2156.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1688
min-s-onbound,,2156.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1693
w-outbound,None,2156.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1693
w-outbound,None,2156.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1697
w-outbound,None,2156.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1700
w-outbound,None,2157.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1715
w-inbound,None,2157.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1718
w-outbound,None,2157.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1725
maj-s-onbound,,2157.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1729
w-outbound,with brood,2157.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1733
w-outbound,with brood,2157.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1739
w-outbound,with brood,2158.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1748
w-outbound,with brood,2158.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1752
min-s-onbound,,2158.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1753
maj-s-onbound,,2158.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1764
w-outbound,with brood,2158.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1769
w-outbound,None,2159.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1775
maj-s-inbound,,2159.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1780
w-outbound,None,2159.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1785
w-outbound,None,2159.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1790
w-inbound,None,2159.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1793
w-outbound,None,2160.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,3
w-outbound,None,2160.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,4
w-outbound,None,2160.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,7
w-outbound,None,2160.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,8
w-outbound,with brood,2160.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,9
w-outbound,None,2160.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,11
w-outbound,None,2160.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,13
min-s-onbound,,2160.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,14
w-outbound,None,2160.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,17
w-outbound,None,2160.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,18
w-outbound,with brood,2160.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,21
min-s-onbound,,2160.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,25
w-outbound,None,2160.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,25
w-outbound,None,2160.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,26
w-outbound,None,2160.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,29
w-outbound,with brood,2161.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,35
w-inbound,None,2161.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,36
min-s-onbound,,2161.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,39
w-outbound,None,2161.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,41
w-outbound,None,2161.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,42
w-outbound,None,2161.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,43
w-outbound,None,2161.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,46
maj-s-onbound,,2161.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,51
min-s-onbound,,2161.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,52
w-outbound,None,2161.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,52
w-outbound,None,2161.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,56
w-outbound,None,2162,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,60
w-outbound,None,2162.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,62
w-outbound,None,2162.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_1.mp4,63
