traffic,item,Time,video,Image_index
w-inbound,None,671.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,340
w-outbound,with food,671.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,343
w-outbound,with food,671.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,348
w-outbound,with food,671.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,359
w-outbound,with food,672.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,362
w-inbound,None,672.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,368
w-outbound,with food,672.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,369
w-outbound,with brood,672.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,370
nymph-outbound,None,672.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,375
w-outbound,with food,672.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,389
w-outbound,with food,673.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,403
w-outbound,with food,673.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,413
min-s-onbound,,673.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,417
w-outbound,with food,673.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,419
w-outbound,with brood,674.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,421
w-outbound,None,674.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,430
w-outbound,None,674.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,434
maj-s-onbound,,674.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,435
w-outbound,with brood,674.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,441
w-outbound,with brood,674.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,446
w-outbound,None,675.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,452
maj-s-onbound,,675.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,460
w-outbound,None,675.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,467
w-outbound,None,675.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,470
w-outbound,None,675.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,473
w-outbound,with brood,676,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,480
w-outbound,None,676.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,492
w-outbound,with food,676.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,503
min-s-onbound,,676.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,504
w-inbound,None,677.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,512
w-outbound,with food,677.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,513
w-outbound,None,677.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,524
maj-s-onbound,,677.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,536
w-inbound,None,678.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,542
w-outbound,with food,678.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,548
w-inbound,None,678.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,553
w-outbound,None,678.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,556
w-inbound,None,678.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,557
w-outbound,with food,678.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,558
w-outbound,with food,678.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,566
w-outbound,None,679.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,573
w-outbound,None,679.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,578
w-outbound,with food,679.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,579
w-outbound,with food,679.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,585
min-s-onbound,,679.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,587
w-outbound,None,679.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,593
maj-s-onbound,,679.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,598
w-outbound,with food,680.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,602
w-outbound,with food,680.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,608
w-outbound,with food,680.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,615
w-outbound,with food,680.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,619
min-s-onbound,,680.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,624
w-outbound,None,680.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,628
w-outbound,None,681.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,632
min-s-onbound,,681.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,640
w-outbound,None,681.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,643
w-outbound,None,681.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,651
w-inbound,None,681.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,655
w-outbound,with food,681.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,656
maj-s-onbound,,682.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,662
maj-s-onbound,,682.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,670
w-inbound,None,682.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,683
w-outbound,with food,682.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,684
w-inbound,None,683.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,694
w-outbound,with food,683.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,694
w-outbound,None,683.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,717
w-outbound,None,684.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,724
maj-s-onbound,,684.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,730
w-outbound,None,684.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,730
w-outbound,None,684.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,738
w-outbound,None,684.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,745
min-s-onbound,,685.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,752
w-outbound,with food,685.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,755
w-outbound,with food,685.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,762
min-s-onbound,,685.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,767
w-outbound,None,685.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,771
w-outbound,None,685.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,777
maj-s-onbound,,685.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,779
maj-s-onbound,,686.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,792
w-outbound,None,686.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,793
w-outbound,None,686.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,800
w-outbound,None,687.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,813
maj-s-onbound,,687.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,815
w-outbound,None,687.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,826
w-outbound,with food,687.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,834
w-inbound,None,687.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,837
w-outbound,None,688.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,841
w-outbound,None,688.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,846
w-inbound,None,688.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,860
w-inbound,None,688.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,867
w-outbound,with food,689.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,873
maj-s-onbound,,689.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,875
w-outbound,with food,689.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,881
w-outbound,with food,689.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,889
w-inbound,None,689.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,897
w-outbound,with food,689.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,898
w-outbound,with food,690.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,908
min-s-onbound,,690.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,910
w-outbound,with food,690.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,916
w-inbound,None,690.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,922
w-outbound,with brood,690.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,925
w-outbound,None,691,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,930
w-outbound,with food,691.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,934
w-outbound,None,691.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,943
w-outbound,with food,691.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,952
w-inbound,None,691.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,956
min-s-onbound,,692.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,962
w-outbound,None,692.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,968
w-outbound,with brood,692.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,975
w-outbound,None,692.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,984
w-outbound,with food,693.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,997
w-outbound,None,693.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1004
w-inbound,None,693.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1014
w-outbound,with food,693.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1016
w-outbound,None,694.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1025
min-s-onbound,,694.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1027
w-outbound,with brood,694.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1036
w-outbound,None,694.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1044
w-outbound,with food,694.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1047
w-outbound,None,695.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1053
w-outbound,with brood,695.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1057
w-inbound,None,695.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1070
w-outbound,None,695.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1071
min-s-onbound,,695.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1074
maj-s-onbound,,695.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1078
w-outbound,None,696.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1083
w-outbound,with food,696.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1085
w-outbound,None,696.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1092
maj-s-onbound,,696.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1094
maj-s-onbound,,696.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1100
w-outbound,None,696.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1103
w-outbound,None,696.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1106
w-outbound,None,697.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1113
w-outbound,with food,697.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1115
w-outbound,None,697.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1123
w-outbound,None,697.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1124
min-s-onbound,,697.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1125
w-outbound,with food,697.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1133
w-outbound,None,697.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1139
min-s-onbound,,698,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1140
w-inbound,None,698.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1145
w-outbound,with food,698.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1150
w-outbound,None,698.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1157
w-outbound,None,698.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1159
min-s-onbound,,698.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1165
w-outbound,with food,698.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1169
min-s-onbound,,699.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1174
w-outbound,None,699.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1176
w-outbound,with brood,699.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1178
w-outbound,None,699.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1185
w-outbound,with brood,699.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1187
w-outbound,with brood,699.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1194
maj-s-onbound,,699.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1199
w-inbound,None,700,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1200
w-outbound,None,700.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1203
w-outbound,None,700.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1204
w-outbound,None,700.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1206
w-outbound,None,700.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1214
w-outbound,None,700.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1215
min-s-onbound,,700.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1216
w-outbound,None,701.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1243
w-outbound,None,701.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1248
w-outbound,None,701.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1249
w-outbound,with food,702.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1261
w-outbound,None,702.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1267
w-outbound,None,702.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1272
maj-s-onbound,,702.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1279
w-inbound,None,702.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1281
w-inbound,None,702.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1288
w-outbound,None,702.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1288
w-inbound,None,703.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1297
w-outbound,with brood,703.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1297
maj-s-onbound,,703.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1298
w-outbound,with food,703.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1309
w-outbound,None,703.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1313
w-outbound,None,704,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1320
w-inbound,None,704.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1326
w-outbound,None,704.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1329
w-outbound,None,704.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1335
w-outbound,None,704.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1340
w-outbound,None,704.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1345
w-outbound,None,704.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1348
w-outbound,with brood,705.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1358
min-s-onbound,,705.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1367
min-s-onbound,,705.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1368
w-outbound,None,705.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1377
maj-s-onbound,,706.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1382
min-s-onbound,,706.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1391
w-inbound,None,706.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1396
w-outbound,with food,706.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1402
maj-s-onbound,,707.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1414
w-outbound,with food,707.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1415
w-inbound,None,707.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1421
w-outbound,with brood,707.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1425
maj-s-inbound,,707.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1427
w-inbound,None,707.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1431
w-inbound,None,707.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1432
w-inbound,None,708.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1443
w-outbound,None,708.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1445
w-inbound,None,708.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1447
w-outbound,None,708.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1448
min-s-onbound,,708.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1459
nymph-outbound,None,709.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1472
w-outbound,with brood,709.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1483
maj-s-inbound,,709.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1493
min-s-onbound,,709.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1494
w-inbound,None,710.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1503
w-outbound,with brood,710.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1504
w-inbound,None,710.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1514
w-outbound,with food,710.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1518
w-inbound,None,710.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1526
w-outbound,with food,710.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1528
w-outbound,None,711.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1537
w-inbound,None,711.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1538
min-s-onbound,,711.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1539
w-outbound,None,711.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1545
w-outbound,with food,711.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1553
w-outbound,with food,712.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1561
min-s-onbound,,712.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1564
w-outbound,with brood,712.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1565
w-inbound,None,712.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1566
min-s-onbound,,712.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1574
w-outbound,with brood,712.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1574
w-inbound,None,712.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1579
w-outbound,with brood,712.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1580
w-outbound,None,712.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1585
min-s-onbound,,712.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1587
w-outbound,None,713.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1593
maj-s-onbound,,713.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1596
w-outbound,None,713.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1596
min-s-onbound,,713.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1602
w-outbound,with food,713.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1605
w-inbound,None,713.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1612
w-outbound,None,713.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1614
w-outbound,None,713.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1618
w-outbound,with food,714.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1624
w-outbound,None,714.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1626
w-outbound,None,714.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1635
min-s-onbound,,714.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1637
w-inbound,None,714.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1639
w-outbound,with food,714.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1645
maj-s-onbound,,715.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1653
w-outbound,None,715.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1655
w-outbound,with food,715.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1664
min-s-onbound,,715.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1667
min-s-onbound,,715.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1671
maj-s-onbound,,715.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1676
min-s-inbound,,715.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1678
w-outbound,with brood,715.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1679
w-outbound,with brood,716.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1686
w-outbound,None,716.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1694
w-outbound,None,716.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1695
w-inbound,None,716.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1698
w-outbound,with brood,716.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1705
min-s-onbound,,716.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1706
min-s-inbound,,717.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1714
maj-s-onbound,,717.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1716
w-inbound,None,717.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1718
w-outbound,with brood,717.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1718
w-outbound,with brood,717.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1723
w-outbound,with food,717.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1731
maj-s-onbound,,717.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1736
w-outbound,None,717.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1738
min-s-onbound,,718.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1747
w-inbound,None,718.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1751
w-outbound,with food,718.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1755
w-outbound,None,718.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1759
w-outbound,None,718.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1761
w-outbound,None,718.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1763
nymph-outbound,None,718.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1764
w-outbound,None,718.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1765
w-outbound,None,719.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1773
